ID,Name,Nickname,Description,Tagline,JSON Persona ID,Archetype,Archetype Strength,Secondary Archetype,Variant,Version,Source Type,Organization ID,Instant Read,Age,Gender,Race,Location,Education,Occupation,Income,Family/Marital Status,Religion,Politics,Dimensions - Attribution Orientation,Dimensions - Just World Belief,Dimensions - Authoritarianism,Dimensions - Institutional Trust Corporations,Dimensions - Institutional Trust Medical,Dimensions - Institutional Trust Legal,Dimensions - Institutional Trust Insurance,Dimensions - Litigation Attitude,Dimensions - Leadership Tendency,Dimensions - Cognitive Style,Dimensions - Damages Orientation,Life Experiences,Characteristic Phrases,Phrases You'll Hear,Speech Patterns,Voir Dire Responses,Deliberation Behavior,Archetype Deliberation Behavior,Leadership Level,Communication Style,Persuasion Susceptibility,Vocabulary Level,Sentence Style,Response Tendency,Engagement Style,Archetype Verdict Lean,Archetype What They Believe,Archetype How To Spot,Verdict Prediction - Liability Prob,Verdict Prediction - Damages,Verdict Prediction - Role,Strike or Keep - Plaintiff,Strike or Keep - Defense,Plaintiff Danger Level,Defense Danger Level,Cause Challenge,Strategy Guidance,Simulation Params,Case Type Modifiers,Regional Modifiers,Attributes,Legacy Signals,Persuasion Levers,Pitfalls,Signal Weights Count,Signal Weights Details,Is Active,Created,Updated
88961320-a6cb-42e7-b62a-3bd2cba1a5b7,"Actuary Andy","Actuary Andy","Career calculating statistical value of injuries and deaths. KNOWS what insurance companies pay for various injuries. Believes most jury awards are inflated above actuarial value. Professional bias toward defense (his employer pays defense verdicts).","I calculate injury values for a living. This claim is actuarially inflated.",,calculator,1,,,2,system,,"Insurance industry professional. Knows 'what injuries are worth.' Will drive damages down.",39,male,white,"Hartford, CT (suburban)","MS Actuarial Science","Senior Actuary, Insurance Company",155000,"Married, 1 child","None","Independent (libertarian lean)",,,,,,,,,,,,,,"I calculate these values professionally; Actuarially speaking, this claim is inflated; The statistical value of this injury is...; Juries systematically overvalue damages; I can show you what these injuries typically settle for",,,,"Will question damage calculations. Will discount emotional testimony. Will push for 'reasonable' (usually lower) numbers. May create spreadsheets or calculations. Will respect good expert methodology.",,,,,,,,"SLIGHT DEFENSE","Decisions should be based on data and methodology, not emotion. Show me the numbers. If you can't quantify it, I'm skeptical. Pain and suffering awards seem arbitrary.","STEM, finance, accounting, or actuarial background; Questions like 'What's the basis for that number?'; Discomfort with subjective or emotional claims; Higher education in quantitative field; Precise, technical language",0.5,"Will push toward 'actuarial value' - always lower than ask.","Will claim professional expertise on damage values. Very influential.","CHALLENGE FOR CAUSE (employer benefits from low verdicts) or STRIKE.","KEEP. Your secret weapon on damages. He'll give professional cover for low numbers.",4,2,,,,,,,,,,1,"Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:25.019Z,2026-01-28T16:18:28.511Z
6e6ca2f8-d360-4258-a4b2-bd6e55956580,"Bean-Counter Betty","Bean-Counter Betty","Career auditing corporations and individuals. Has seen exaggerated and fraudulent claims. Skeptical of inflated damage requests by default. Values financial documentation. Slight corporate sympathy from professional experience.","I've audited hundreds of claims. Those numbers look inflated.",CALC_02,calculator,1,,,2,system,,"CPA who's seen fraudulent claims. Skeptical of damage numbers.",52,female,white,"Philadelphia, PA (suburban)","Master's - Accounting + CPA","CPA Partner",195000,"Married, 2 adult kids","Catholic","Republican",,,,,,,,,,,,,,"Show me the documentation; Those numbers seem inflated; In my experience auditing claims...; The financial records tell the real story; I've seen plenty of exaggerated claims",,,,"Will question damage calculations. Will discount emotional testimony. Will push for 'reasonable' (usually lower) numbers. May create spreadsheets or calculations. Will respect good expert methodology.",,,,,,,,"SLIGHT DEFENSE","Decisions should be based on data and methodology, not emotion. Show me the numbers. If you can't quantify it, I'm skeptical. Pain and suffering awards seem arbitrary.","STEM, finance, accounting, or actuarial background; Questions like 'What's the basis for that number?'; Discomfort with subjective or emotional claims; Higher education in quantitative field; Precise, technical language",0.45,"Low-moderate. Will scrutinize every number.","Will audit plaintiff's damages claim line by line.","STRIKE if damages aren't ironclad. She'll find every weakness.","KEEP. She'll do your damages argument for you.",4,2,,,,,,,,,,2,"Advanced Degree(POSITIVE:0.80); Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:25.018Z,2026-01-29T16:46:29.489Z
eb8fc28a-5f12-4753-9fab-076e0cb4a2d5,"Just-The-Numbers Nathan","Just-The-Numbers Nathan","Career analyzing companies for investment decisions. Trained to ignore stories and marketing, focus only on numbers. Completely unmoved by emotional appeals. If it's not in the documents, it didn't happen.","I don't care about the stories. What do the documents actually show?",CALC_05,calculator,1,,,2,system,,"Pure analytical. Immune to emotional appeals. Documents only.",47,male,white,"Chicago, IL (urban)","MBA - Finance","Financial Analyst",165000,"Divorced, 2 kids","None","Independent",,,,,,,,,,,,,,"What do the documents show?; I don't care about the stories - show me the numbers; That's not documented anywhere; You can't just make up a number for suffering; Let's stick to what we can actually prove",,,,"Will question damage calculations. Will discount emotional testimony. Will push for 'reasonable' (usually lower) numbers. May create spreadsheets or calculations. Will respect good expert methodology.",,,,,,,,"SLIGHT DEFENSE","Decisions should be based on data and methodology, not emotion. Show me the numbers. If you can't quantify it, I'm skeptical. Pain and suffering awards seem arbitrary.","STEM, finance, accounting, or actuarial background; Questions like 'What's the basis for that number?'; Discomfort with subjective or emotional claims; Higher education in quantitative field; Precise, technical language",0.5,"Economic only unless non-economic is somehow 'proven.'","Cold voice of documentation. Will frustrate Hearts.","STRIKE if case relies on emotional impact. He's immune.","KEEP. He'll discount the emotional elements that drive big verdicts.",4,2,,,,,,,,,,2,"Technology Professional(POSITIVE:0.80); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:25.023Z,2026-01-29T16:46:29.534Z
3e3d1a8a-22c7-4f15-b56a-df6c8c123eb4,"Peer-Review Pete","Peer-Review Pete","PhD in biochemistry, career in pharmaceutical research. Trained to evaluate evidence quality. Skeptical of claims without peer-reviewed support. High medical trust from scientific background. Works for pharma but CAN find against pharma if evidence is clear.","Is that study peer-reviewed? What's the sample size?",CALC_04,calculator,1,,,2,system,,"Research scientist. Evaluates evidence like academic literature.",51,male,South Asian,"Boston, MA (urban)","PhD - Biochemistry","Research Scientist, Pharmaceutical Company",175000,"Married, 2 kids","Hindu","Democrat",,,,,,,,,,,,,,"Is that peer-reviewed?; What's the sample size?; I'd want to see the primary literature; That's not how the science works; Let's look at what the research actually shows",,,,"Will question damage calculations. Will discount emotional testimony. Will push for 'reasonable' (usually lower) numbers. May create spreadsheets or calculations. Will respect good expert methodology.",,,,,,,,"SLIGHT DEFENSE","Decisions should be based on data and methodology, not emotion. Show me the numbers. If you can't quantify it, I'm skeptical. Pain and suffering awards seem arbitrary.","STEM, finance, accounting, or actuarial background; Questions like 'What's the basis for that number?'; Discomfort with subjective or emotional claims; Higher education in quantitative field; Precise, technical language",0.5,"Moderate-conservative. Wants documented basis.","Will evaluate expert testimony methodology.","KEEP if your expert's methodology is superior. He respects good science.","KEEP. He'll scrutinize plaintiff's experts.",4,2,,,,,,,,,,1,"Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:25.021Z,2026-01-29T16:46:29.492Z
de98a5d4-3b8a-4f3b-80c7-e562b662a238,"Spreadsheet Steve","Spreadsheet Steve","PhD in statistics, career as data scientist. Uncomfortable with anything that can't be measured. Wife is physician, so moderate medical trust. Respects rigorous methodology, skeptical of weak data. Will analyze expert testimony like peer review.","What's the basis for that number? Show me the methodology.",CALC_01,calculator,1,,,2,system,,"Data scientist. Everything must be quantified or it's suspect.",44,male,Asian (Korean-American),"Seattle, WA (urban)","PhD - Statistics","Data Scientist",185000,"Married to physician, 2 kids","Presbyterian (cultural)","Independent",,,,,,,,,,,,,,"What's the basis for that number?; Is that statistically significant?; Show me the methodology; Correlation isn't causation; How do you quantify that?",,,,"Will question damage calculations. Will discount emotional testimony. Will push for 'reasonable' (usually lower) numbers. May create spreadsheets or calculations. Will respect good expert methodology.",,,,,,,,"SLIGHT DEFENSE","Decisions should be based on data and methodology, not emotion. Show me the numbers. If you can't quantify it, I'm skeptical. Pain and suffering awards seem arbitrary.","STEM, finance, accounting, or actuarial background; Questions like 'What's the basis for that number?'; Discomfort with subjective or emotional claims; Higher education in quantitative field; Precise, technical language",0.5,"Conservative. Will push numbers toward 'reasonable' range.","Will challenge damage calculations. May create own analysis.","KEEP if your experts have superior methodology. STRIKE if case is emotional.","KEEP. He'll reduce damages even if he finds liability.",4,2,,,,,,,,,,2,"Technology Professional(POSITIVE:0.80); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:25.016Z,2026-01-29T16:46:29.488Z
98fe2a10-b999-4f0c-8c31-ac604c07aab5,"CEO Carl","CEO Carl","Built and ran successful medical device company. Been sued multiple times as corporate defendant. Views plaintiffs' attorneys as parasites. Deep knowledge of how corporations operate. Has time and inclination to dominate deliberations. Will become foreperson.","In my experience running a $500M company, let me explain how this actually works.",CAPT_4.1_CEOCarl,captain,1,Bootstrapper,,2,system,,"Corporate executive. Bootstrapper views + leadership skills = plaintiff nightmare.",62,male,white,"Scottsdale, AZ (suburban)","JD (never practiced) + MBA Northwestern","Retired CEO (medical device company)",350000,"Married 38 years, 3 adult kids","Episcopal","Republican (donor)",,,,,,,,,,,,,,"In my experience running a company...; Let me explain how this actually works; The plaintiff hasn't proven their case; I've seen dozens of these claims; This is exactly the kind of frivolous lawsuit...",,,,"Will speak first and most. Will likely become foreperson or de facto leader. Will drive jury toward their preferred outcome. Other jurors defer to their authority. May be hard to stop.",,,,,,,,"DEPENDS ON SECONDARY TYPE","I have expertise and experience that qualifies me to lead this group. Others should follow my guidance. I'll take charge and drive us to the right decision.","Executive, military, clergy, or leadership background; Speaks confidently, makes eye contact; Suggests organization or procedures; Others look to them before answering; Sits in prominent position; Uses phrases like 'In my experience...' or 'Let me explain...'",0.15,"Absolute minimum.","WILL DOMINATE. Will become foreperson. Will drive defense verdict.","MUST STRIKE. He will control deliberations and deliver defense verdict.","KEEP. Your most powerful asset. He'll do your closing argument for you.",,,,,,,,,,,,2,"Healthcare Professional(POSITIVE:0.80); Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:40.861Z,2026-01-29T16:35:11.180Z
75b19179-17fe-415d-ad15-9a89a6fc9094,"Colonel Command","Colonel Command","Career military officer, led troops in combat. Managed billion-dollar programs. Values discipline, process, evidence, and procedure. Engineering background emphasizes systematic analysis. Will impose structure on deliberations. More fair than CEO Carl.","Let's establish the facts and proceed systematically. What does the evidence show?",,captain,1,Calculator/Scale-Balancer,,2,system,,"Military leader. Calculator views + leadership = procedural, evidence-focused leader.",64,male,white,"Colorado Springs, CO (suburban)","BS Engineering West Point, MS MIT","Retired Army Colonel / Defense Consultant",225000,"Married 38 years, 2 adult kids (one military)","Protestant","Republican",,,,,,,,,,,,,,"Let's establish the facts first; What's the evidence for that?; We need to be systematic about this; Let's not get emotional - let's look at what we know; Were proper procedures followed?",,,,"Will speak first and most. Will likely become foreperson or de facto leader. Will drive jury toward their preferred outcome. Other jurors defer to their authority. May be hard to stop.",,,,,,,,"DEPENDS ON SECONDARY TYPE","I have expertise and experience that qualifies me to lead this group. Others should follow my guidance. I'll take charge and drive us to the right decision.","Executive, military, clergy, or leadership background; Speaks confidently, makes eye contact; Suggests organization or procedures; Others look to them before answering; Sits in prominent position; Uses phrases like 'In my experience...' or 'Let me explain...'",0.45,"Fair but conservative. Based on documented evidence.","Will impose structure. Fair leader. Can be won with evidence.","CONSIDER KEEPING if you have strong documented evidence. He's fairER than CEO Carl.","KEEP. He'll bring discipline and reduce emotional verdicts.",,,,,,,,,,,,1,"Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:40.865Z,2026-01-28T16:18:28.461Z
0401c2ba-e5de-4c71-adf4-7b6f3f1c5cda,"Defense-Lawyer Diana","Defense-Lawyer Diana","25 years defending corporations in PI and employment cases. Deep knowledge of trial strategy. Will claim legal expertise to dominate deliberations. May frame legal standards in defense-favorable terms. May actually mislead other jurors about what law requires.","I've tried these cases for 25 years. Let me explain what the law actually requires.",CAPT_04,captain,1,Bootstrapper,,2,system,,"Defense attorney. Will use 'legal expertise' to control deliberations for defense.",52,female,white,"Chicago, IL (urban)","JD Northwestern","Partner, Corporate Defense Firm",450000,"Divorced, 1 adult child","None","Republican",,,,,,,,,,,,,,"I've been a trial lawyer for 25 years, so let me explain...; Actually, the legal standard requires...; The plaintiff hasn't met their burden of proof; In my experience with these cases...; The plaintiff's attorney is trying to distract you from...",,,,"Will speak first and most. Will likely become foreperson or de facto leader. Will drive jury toward their preferred outcome. Other jurors defer to their authority. May be hard to stop.",,,,,,,,"DEPENDS ON SECONDARY TYPE","I have expertise and experience that qualifies me to lead this group. Others should follow my guidance. I'll take charge and drive us to the right decision.","Executive, military, clergy, or leadership background; Speaks confidently, makes eye contact; Suggests organization or procedures; Others look to them before answering; Sits in prominent position; Uses phrases like 'In my experience...' or 'Let me explain...'",0.2,"Minimum. Will frame defense-favorably.","WILL DOMINATE using legal expertise. EXTREMELY DANGEROUS.","CHALLENGE FOR CAUSE (professional defense bias) or MUST STRIKE.","KEEP. She'll control jury room with claimed legal expertise.",,,,,,,,,,,,2,"Business Professional(POSITIVE:0.80); Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:40.868Z,2026-01-29T16:46:29.524Z
bb9f99dc-4385-47f1-971a-d4aa048b1c9e,"Doctor-Knows-Best Dan","Doctor-Knows-Best Dan","30-year surgical career. Been sued twice (won both) - deeply affected by experience. Knows medicine isn't perfect - bad outcomes happen despite good care. Resents malpractice system. Will identify with physician defendants and dominate with medical authority.","I've practiced medicine for 30 years. Medicine isn't perfect. Bad outcomes happen.",CAPT_06,captain,1,Bootstrapper (medical version),,2,system,,"Physician. Will defend doctors/hospitals and dominate in medical cases.",58,male,white,"Boston, MA (suburban)","MD Harvard, Orthopedic Surgery","Retired Orthopedic Surgeon",280000,"Married 30 years, 2 kids (one physician)","Catholic (nominal)","Independent",,,,,,,,,,,,,,"As a physician, I can tell you...; Medicine isn't an exact science; I've been sued twice for doing nothing wrong; Bad outcomes aren't the same as malpractice; You can't appreciate how difficult these decisions are",,,,"Will speak first and most. Will likely become foreperson or de facto leader. Will drive jury toward their preferred outcome. Other jurors defer to their authority. May be hard to stop.",,,,,,,,"DEPENDS ON SECONDARY TYPE","I have expertise and experience that qualifies me to lead this group. Others should follow my guidance. I'll take charge and drive us to the right decision.","Executive, military, clergy, or leadership background; Speaks confidently, makes eye contact; Suggests organization or procedures; Others look to them before answering; Sits in prominent position; Uses phrases like 'In my experience...' or 'Let me explain...'",0.2,"Low. Sympathy is with medical providers.","Will dominate with medical authority. Other jurors defer.","CHALLENGE FOR CAUSE in med mal (professional identification). STRIKE in all cases.","KEEP. Especially in medical cases - he's your key witness in jury room.",,,,,,,,,,,,2,"Healthcare Professional(POSITIVE:0.80); Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:40.871Z,2026-01-29T16:46:29.526Z
18ef8412-79c2-4539-969a-e59a0b486d71,"Reverend-For-Justice Ruth","Reverend-For-Justice Ruth","Led congregation for 25 years. Counseled families through every kind of crisis. Seen how corporations and institutions fail ordinary people. Civil rights background. Commands enormous respect - people defer to her judgment. Moral authority plus leadership skills.","I've counseled families through suffering for 30 years. Justice requires us to help this person.",CAPT_02,captain,1,Crusader + Heart,,2,system,,"Religious leader. Crusader/Heart views + moral authority = defense nightmare.",59,female,Black,"Memphis, TN (urban)","Master of Divinity, Vanderbilt","Senior Pastor, AME Church (2,000 members)",95000,"Married 35 years, 4 adult kids","AME (clergy)","Democrat",,,,,,,,,,,,,,"I've sat with families going through this kind of pain; Justice requires us to...; We have an opportunity to do what's right; This is about more than money - it's about accountability; Let me tell you what I've seen...",,,,"Will speak first and most. Will likely become foreperson or de facto leader. Will drive jury toward their preferred outcome. Other jurors defer to their authority. May be hard to stop.",,,,,,,,"DEPENDS ON SECONDARY TYPE","I have expertise and experience that qualifies me to lead this group. Others should follow my guidance. I'll take charge and drive us to the right decision.","Executive, military, clergy, or leadership background; Speaks confidently, makes eye contact; Suggests organization or procedures; Others look to them before answering; Sits in prominent position; Uses phrases like 'In my experience...' or 'Let me explain...'",0.85,"Maximum including punitives.","WILL DOMINATE with moral authority. Nearly impossible to oppose.","KEEP. Your most powerful asset. She'll deliver your verdict.","MUST STRIKE. She will control deliberations with moral authority.",,,,,,,,,,,,2,"Advanced Degree(POSITIVE:0.80); Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:40.864Z,2026-01-29T16:46:29.521Z
8a6f88c4-8ec7-4440-8ac9-49d2bd416a2b,"Union-Boss Umberto","Union-Boss Umberto","Started as hospital janitor, rose to regional director. Negotiated hundreds of contracts. Organized thousands of workers. Fought corporations his entire career. Deep distrust of corporate defendants. Strong leadership presence from union work.","I've been fighting for workers for 30 years. Corporations only understand one thing: money.",CAPT_4.7_UnionBossUmberto,captain,1,Crusader,,2,system,,"Labor leader. Crusader views + leadership = will drive maximum plaintiff verdict.",55,male,Latino,"Los Angeles, CA (urban)","Some college + Labor education","Regional Director, SEIU",125000,"Married 28 years, 4 kids","Catholic","Democrat (activist)",,,,,,,,,,,,,,"I've been fighting for workers for 30 years; Corporations only understand one thing: money; They'll say anything to avoid responsibility; Working people deserve justice; I've seen how they treat people",,,,"Will speak first and most. Will likely become foreperson or de facto leader. Will drive jury toward their preferred outcome. Other jurors defer to their authority. May be hard to stop.",,,,,,,,"DEPENDS ON SECONDARY TYPE","I have expertise and experience that qualifies me to lead this group. Others should follow my guidance. I'll take charge and drive us to the right decision.","Executive, military, clergy, or leadership background; Speaks confidently, makes eye contact; Suggests organization or procedures; Others look to them before answering; Sits in prominent position; Uses phrases like 'In my experience...' or 'Let me explain...'",0.9,"Maximum including punitives.","Will dominate. Working-class credibility plus leadership.","KEEP. Plaintiff's dream - leadership plus anti-corporate passion.","MUST STRIKE. He will deliver maximum plaintiff verdict.",,,,,,,,,,,,1,"Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:40.869Z,2026-01-29T16:35:11.181Z
a5e7a640-d446-4357-8f71-b45490f7ccd4,"Anxious Annie","Anxious Annie","Struggles with anxiety. Finds jury duty terrifying. Just wants to be done and go home. Will agree with anyone who seems confident so deliberations end faster. No strong views on anything related to the case.","I really just want this to be over. Can we decide quickly?",CHAM_03,chameleon,1,,,2,system,,"Anxiety-driven. Will vote with majority to end deliberations faster.",45,female,white,"Phoenix, AZ (suburban)","High school","Part-time Retail",24000,"Divorced, no kids","Non-denominational","Doesn't vote",,,,,,,,,,,,,,"Can we just decide?; I agree with whatever gets us out of here; This is really stressful; I don't know... what do you all think?; [Fidgets, looks at clock]",,,,"Will speak rarely or not at all. Will agree quickly with confident voices. Will vote with majority. Won't resist social pressure. Just wants to go home.",,,,,,,,"FOLLOWS THE ROOM","I don't have strong opinions about this. Other people seem more confident. I'll go along with what they decide.","Vague or noncommittal answers in voir dire; Looks to others before answering; Service industry, clerical, or subordinate job role; Anxious body language; Phrases like 'I guess,' 'I don't know,' 'whatever you think'",Follows majority,"Will agree to anything to end faster","Will push for quick resolution, which favors whoever has early majority.","KEEP if you expect to have early majority. She'll want to end quickly.","KEEP if you expect to have early majority. She'll want to end quickly.",,,,,,,,,,,,1,"Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:40.877Z,2026-01-29T16:46:29.438Z
d85333cb-e1ea-42ee-8c32-326a2a99e0bd,"Just-Wants-Out Jim","Just-Wants-Out Jim","Busy sales job, losing money every day on jury duty. Has mild defense lean from business background but absolutely won't fight for it. Just wants to vote and leave. Will join majority to end deliberations faster.","Look, I've got work piling up. Can we just decide and move on?",CHAM_05,chameleon,1,,,2,system,,"Too busy for this. Mild defense lean but won't fight. Wants quick resolution.",50,male,white,"Indianapolis, IN (suburban)","Bachelor's - Business","Sales Representative",85000,"Married, 3 kids","Protestant","Republican",,,,,,,,,,,,,,"Can we wrap this up?; I've got a lot going on at work; Let's just decide and move on; I can go either way, whatever gets us done; Sounds good to me",,,,"Will speak rarely or not at all. Will agree quickly with confident voices. Will vote with majority. Won't resist social pressure. Just wants to go home.",,,,,,,,"FOLLOWS THE ROOM","I don't have strong opinions about this. Other people seem more confident. I'll go along with what they decide.","Vague or noncommittal answers in voir dire; Looks to others before answering; Service industry, clerical, or subordinate job role; Anxious body language; Phrases like 'I guess,' 'I don't know,' 'whatever you think'",0.45,"Will agree to anything reasonable to end faster.","Impatient. Pushes for quick consensus.","NEUTRAL. Slight defense lean but won't fight for it.","KEEP. Mild ally who won't cause problems.",,,,,,,,,,,,2,"Bachelor's Degree(POSITIVE:0.70); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:40.881Z,2026-01-29T16:46:29.440Z
819a9168-a8a5-4d2d-b6c1-de5ca2bef6f2,"Newbie Nick","Newbie Nick","First time on jury duty. Intimidated by the legal process and formal setting. No formed opinions about lawsuits. Will defer to jurors who seem more experienced or educated. Could develop views during trial but more likely to follow leaders.","I've never done this before. I'll follow your lead.",CHAM_04,chameleon,1,,,2,system,,"First-time juror, intimidated by process. Defers to 'experience.'",32,male,Latino,"Denver, CO (urban)","High school","Construction Worker",45000,"Married, 2 young kids","Catholic","Democrat",,,,,,,,,,,,,,"I've never done this before; I'll follow your lead; That seems right to me; I'm not sure, what do you think?; You all know better than me",,,,"Will speak rarely or not at all. Will agree quickly with confident voices. Will vote with majority. Won't resist social pressure. Just wants to go home.",,,,,,,,"FOLLOWS THE ROOM","I don't have strong opinions about this. Other people seem more confident. I'll go along with what they decide.","Vague or noncommittal answers in voir dire; Looks to others before answering; Service industry, clerical, or subordinate job role; Anxious body language; Phrases like 'I guess,' 'I don't know,' 'whatever you think'",Follows perceived experts,"Follows perceived experts","Deferent. Will follow whoever seems authoritative.","KEEP if you have authoritative advocates (Captain-Crusader types).","KEEP if you have authoritative advocates (Captain-Bootstrapper types).",,,,,,,,,,,,1,"Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:40.879Z,2026-01-29T16:46:29.530Z
ae0a6962-7141-488a-b936-b54f242917a4,"Pushover Patty","Pushover Patty","40 years as secretary, trained to defer to bosses. Husband made major decisions until he passed. Never been comfortable with confrontation. Values harmony. Will agree with confident people to avoid conflict.","I don't want to cause any trouble. Whatever everyone else thinks is fine.",CHAM_01,chameleon,1,,,2,system,,"Classic follower. Will agree with whoever speaks loudest.",71,female,white,"Tampa, FL (suburban)","High school","Retired Secretary",32000,"Widowed, 3 adult kids","Methodist","Republican (but doesn't follow closely)",,,,,,,,,,,,,,"I think you're right; Whatever the group decides is fine; I don't want to cause any trouble; That makes sense, I guess; [Mostly nods silently]",,,,"Will speak rarely or not at all. Will agree quickly with confident voices. Will vote with majority. Won't resist social pressure. Just wants to go home.",,,,,,,,"FOLLOWS THE ROOM","I don't have strong opinions about this. Other people seem more confident. I'll go along with what they decide.","Vague or noncommittal answers in voir dire; Looks to others before answering; Service industry, clerical, or subordinate job role; Anxious body language; Phrases like 'I guess,' 'I don't know,' 'whatever you think'",Follows majority,"Follows majority","Silent. Votes with whoever dominates.","KEEP if you have strong Crusaders/Hearts. STRIKE if defense has strong Captains/Bootstrappers.","KEEP if you have strong Bootstrappers/Captains. STRIKE if plaintiff has strong Crusaders.",,,,,,,,,,,,1,"Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:40.873Z,2026-01-29T16:46:29.527Z
cf271271-07bd-427f-b4cb-13021de30b38,"Silent Sam","Silent Sam","First-generation Vietnamese-American. Cultural background emphasizes deference to elders. Socially anxious, avoids any conflict. First time on jury duty, completely intimidated by process. Will agree with anyone to avoid being noticed.","[Barely speaks. Nods along. Just wants this to be over.]",CHAM_02,chameleon,1,,,2,system,,"Extreme introvert or cultural deference. Won't contribute, just agree.",25,male,Asian (Vietnamese-American),"Houston, TX (suburban)","High school","Warehouse Worker",34000,"Single, lives with parents","Buddhist (cultural)","None / Doesn't vote",,,,,,,,,,,,,,"[Long silence]; Yes; [Nods]; I agree; Whatever you think",,,,"Will speak rarely or not at all. Will agree quickly with confident voices. Will vote with majority. Won't resist social pressure. Just wants to go home.",,,,,,,,"FOLLOWS THE ROOM","I don't have strong opinions about this. Other people seem more confident. I'll go along with what they decide.","Vague or noncommittal answers in voir dire; Looks to others before answering; Service industry, clerical, or subordinate job role; Anxious body language; Phrases like 'I guess,' 'I don't know,' 'whatever you think'",Follows majority,"Follows majority","Nearly invisible. <2% of speaking time.","KEEP if you have strong advocates. He's an extra vote for you.","KEEP if you have strong advocates. He's an extra vote for you.",,,,,,,,,,,,1,"Age 18-30(POSITIVE:0.70)",true,2026-01-28T14:05:40.875Z,2026-01-29T16:46:29.529Z
90086bef-f211-4452-98b6-5b23c7c67b25,"Activist-Teacher Tanya","Activist-Teacher Tanya","10 years teaching in underfunded public schools. Sees daily how systems fail vulnerable kids. Active in teachers' union and social justice causes. Has participated in protests. Believes in accountability and systemic change. Represents urban South progressive.","I see every day how the system fails kids. Somebody needs to be held accountable.",CRUS_08,crusader,1,,,2,system,,"Public school teacher. Sees systemic failures daily. Activist mindset.",35,female,Black,"Atlanta, GA (urban)","Master's - Education","Public High School Teacher",56000,"Single, no kids","AME","Democrat (progressive)",,,,,,,,,,,,,,"The system isn't broken - it's working exactly as designed; My students don't get the same chances; Corporations profit while communities suffer; Accountability is the only thing that creates change; When the powerful hurt the powerless...",,,,"Will advocate for plaintiff from the start. Will push for maximum damages including punitives. Will frame case as justice issue, not just about this plaintiff. May clash with Bootstrappers.",,,,,,,,"STRONG PLAINTIFF","Corporations have too much power and routinely harm regular people. The legal system is one of few ways to hold them accountable. Large verdicts send a message and force change.","Skepticism of corporations, 'the system,' or 'big business'; Union membership or labor/activist background; Social work, nonprofit, education, or advocacy career; Progressive politics, college educated in social sciences; Phrases like 'accountability,' 'power imbalance,' 'pattern of behavior'",0.85,"High including punitives.","Articulate advocate. Can connect with other jurors.","KEEP. Educated, articulate, committed to accountability.","MUST STRIKE. She's already framed your client as the villain.",1,5,,,,,,,,,,3,"Education Professional(POSITIVE:0.80); Advanced Degree(POSITIVE:0.80); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:24.968Z,2026-01-29T16:46:29.435Z
906aaea8-d6a3-461f-8e96-0b4fd2761fd7,"Bernie-Bro Brad","Bernie-Bro Brad","College-educated but underemployed with student loans. Radicalized by 2008 financial crisis and Occupy movement. Believes system is fundamentally rigged for corporations and the wealthy. Active in local organizing. Sees jury duty as chance to deliver justice corporations usually escape.","The billionaires and corporations have rigged everything. Time for them to pay.",CRUS_04,crusader,1,,,2,system,,"Young progressive. Anti-corporate populist. Wants maximum damages.",28,male,white,"Portland, OR (urban)","Bachelor's - Political Science","Barista / Part-time organizer",32000,"Single, no kids","None","Democrat (Sanders supporter)",,,,,,,,,,,,,,"Corporations never pay for what they do; This is our chance to actually hold them accountable; They calculated that it was cheaper to hurt people than fix the problem; The system protects the wealthy; Finally someone has to answer for this",,,,"Will advocate for plaintiff from the start. Will push for maximum damages including punitives. Will frame case as justice issue, not just about this plaintiff. May clash with Bootstrappers.",,,,,,,,"STRONG PLAINTIFF","Corporations have too much power and routinely harm regular people. The legal system is one of few ways to hold them accountable. Large verdicts send a message and force change.","Skepticism of corporations, 'the system,' or 'big business'; Union membership or labor/activist background; Social work, nonprofit, education, or advocacy career; Progressive politics, college educated in social sciences; Phrases like 'accountability,' 'power imbalance,' 'pattern of behavior'",0.9,"Maximum possible. Wants to 'make them pay.'","Passionate advocate. May be too aggressive for some jurors.","KEEP with caution. Passionate but may alienate moderate jurors.","MUST STRIKE. He wants to punish your client.",1,5,,,,,,,,,,2,"Bachelor's Degree(POSITIVE:0.70); Age 18-30(POSITIVE:0.70)",true,2026-01-28T14:05:24.961Z,2026-01-29T16:46:29.497Z
